symbol,price,price_change,price_percent_change
PEGA,88.55,19.79,28.781267
SMMT,33.23,5.879999,21.499083
DJTWW,16.54,2.6600008,19.16427
TEM,49.55,6.3199997,14.619477
TNXP,17.02,2.0600004,13.770056
DJT,26.38,2.7299995,11.543339
APPN,29.56,2.8199997,10.545998
ATI,50.41,4.8,10.524
DUOL,370.0,33.660004,10.007731
SMTC,27.15,2.459999,9.963544
TLX,18.3,1.6299992,9.778039
BNTX,114.83,10.150002,9.6962185
ACHR,8.05,0.71,9.67303
MBLY,13.2,1.1499996,9.543565
ROOT,147.6,12.650009,9.373849
CRDO,40.49,3.4700012,9.373315
WGS,105.69,8.800003,9.082468
ALAB,60.15,4.84,8.750678
VRT,78.0,6.18,8.60485
OKLO,23.37,1.84,8.54622
APH,71.15,5.4,8.21293
FQVLF,13.09,0.9899998,8.181816
MKSI,67.91,5.050003,8.0337305
COHR,59.34,4.21,7.63649
SMCI,32.9,2.3200016,7.5866632
SAP,271.48,19.08,7.55944
CRS,190.73,13.35,7.52621
SOUN,8.75,0.60999966,7.4938526
SG,18.45,1.28,7.45487
XPEV,20.47,1.4,7.34137
KVYO,26.24,1.79,7.32106
JBSAY,16.8,1.1399994,7.27969
PLTR,100.82,6.830002,7.266732
KC,12.54,0.84000015,7.179488
CORT,69.27,4.5899963,7.0964694
UEC,5.18,0.34,7.02479
GLOB,112.24,7.31,6.96655
MDB,162.66,10.51001,6.9076633
AFRM,46.84,3.0200005,6.891831
LITE,55.17,3.5299988,6.835784
ZETA,12.08,0.77,6.80813
EWBC,84.44,5.2300034,6.602706
MOD,76.95,4.75,6.57895
RKLB,20.29,1.25,6.565126
CLS,88.19,5.42001,6.54827
VST,120.0,7.37,6.54355
CAVA,86.45,5.14999,6.33456
RGTI,9.11,0.53999996,6.3010497
CAMT,63.97,3.7800026,6.2801175
FRGE,12.55,0.74,6.26587
MRVL,53.77,3.1500015,6.22284
APP,252.35,14.639999,6.1587644
SHOP,90.96,5.25,6.125306
HOOD,44.66,2.5699997,6.1059628
MEOH,30.51,1.75,6.08484
PCVX,33.16,1.8999996,6.0780535
BA,172.37,9.84999,6.06079
AMKBY,8.41,0.48000002,6.0529637
DELL,89.16,5.08,6.04187
XIACF,6.15,0.3499999,6.034481
NOW,812.7,45.87,5.98177
MANH,171.95,9.699997,5.9784265
WAB,181.97,10.21,5.94434
BPOP,94.79,5.3099976,5.9342837
RBRK,65.55,3.66,5.91372
NTNX,63.3,3.5200005,5.888258
DOCN,28.25,1.57,5.88456
PSTG,42.72,2.36,5.84737
S,17.31,0.949999,5.80684
XIACY,30.59,1.6700001,5.774551
RTX,120.28,6.53,5.74066
PAYO,6.65,0.36000013,5.7233725
ASR,304.48,16.48,5.72223
ROKU,62.58,3.3500023,5.6559215
SITM,137.74,7.330002,5.620736
SYBT,75.39,4.010002,5.6178236
NET,112.8,5.99001,5.60809
TBBK,48.38,2.5600014,5.587083
INTC,20.59,1.0799999,5.535622
THC,121.05,6.37,5.55459
TSLA,250.74,12.770004,5.3662243
GLBE,34.76,1.8199997,5.5251966
PRCT,55.7,2.9000015,5.4924273
CFLT,21.77,1.1300011,5.4748116
FN,186.82,9.68001,5.46461
AVPT,15.1,0.7800007,5.4469323
HLNE,144.1,7.4200134,5.428749
RDDT,107.17,5.50999,5.42002
FLEX,32.95,1.6800003,5.3725624
AKZOY,20.8,1.0599995,5.369805
GTLS,127.56,6.5,5.36924
HIMS,26.71,1.36,5.36489
QFIN,39.22,1.9900017,5.345156
RIOT,7.5,0.3800001,5.3370805
PCOR,60.28,3.05,5.32937
POWL,174.67,8.824997,5.321232
BZ,14.61,0.72999954,5.2593627
ASTS,22.42,1.1200008,5.25822
GEHC,64.89,3.2399979,5.2554708
MTSI,100.9,5.029999,5.246687
