symbol,price,price_change,price_percent_change
CSAI,10.59,6.15,138.51
ICCT,4.63,2.39,106.70
GATE,36.05,16.44,83.83
NMAX,147.01,63.50,76.04
NUTX,70.67,23.64,50.26
QSG,5.95,1.93,48.01
LXEH,26.22,6.86,35.39
LSE,6.06,1.58,35.27
NXU,3.55,0.88,32.96
CRWV,44.60,7.52,20.29
LGPS,3.52,0.56,18.92
PVH,76.04,11.40,17.64
VTSI,4.73,0.66,16.22
CLIK,3.14,0.43,16.11
HSAI,17.18,2.38,16.08
CRVO,10.37,1.22,13.33
EHLD,5.41,0.63,13.24
BNGO,3.15,0.36,12.90
NOTV,2.49,0.28,12.67
HUBC,3.22,0.35,12.28
ALMS,6.84,0.70,11.40
RUN,6.50,0.64,10.84
CAPS,2.67,0.26,10.79
BLND,3.70,0.35,10.60
OKLO,23.93,2.30,10.63
LGHL,3.60,0.34,10.38
PRGS,56.83,5.32,10.33
CORZ,7.98,0.74,10.29
IONQ,24.33,2.26,10.24
ASPI,5.17,0.48,10.23
BZAI,2.21,0.19,9.58
APLD,6.14,0.52,9.25
CLSK,7.33,0.61,9.07
FWRG,18.12,1.48,8.86
ENGS,4.89,0.39,8.68
ALTS,4.22,0.34,8.66
IREN,6.62,0.53,8.62
LFVN,15.81,1.23,8.44
APLS,23.70,1.83,8.37
BKKT,9.38,0.71,8.14
LCID,2.62,0.20,8.06
China,16.23,1.19,7.91
CLPT,12.82,0.93,7.79
RIVN,13.40,0.95,7.67
STIM,3.96,0.28,7.61
FSI,5.43,0.38,7.52
WTF,4.30,0.30,7.50
PRTH,7.32,0.51,7.41
HUT,12.46,0.84,7.24
NBIS,22.62,1.51,7.18
QNTM,8.26,0.55,7.13
OB,4.00,0.28,7.37
ZYXI,2.36,0.15,7.05
JVA,3.80,0.25,7.05
TCMD,14.14,0.92,6.96
SURG,2.21,0.14,6.94
LAES,2.78,0.18,6.92
TSLA,276.84,17.68,6.82
BLMN,7.64,0.47,6.62
CYD,18.11,1.12,6.59
SLQT,3.56,0.22,6.59
BE,20.92,1.26,6.42
LUD,3.84,0.23,6.37
RDDT,111.58,6.68,6.37
TKNO,5.52,0.33,6.36
HRTG,15.34,0.92,6.35
BIYA,7.05,0.42,6.33
AEHR,7.74,0.46,6.24
MQ,4.38,0.26,6.19
BTBT,2.14,0.13,6.19
SKBL,11.07,0.64,6.15
SHCO,6.56,0.38,6.15
NEON,8.64,0.50,6.14
RDW,8.80,0.51,6.10
REAL,5.72,0.33,6.03
CBRL,41.12,2.31,5.94
WULF,2.89,0.16,5.86
TALK,2.71,0.15,5.86
RKT,12.78,0.70,5.84
MNDY,257.36,14.20,5.84
DHC,2.54,0.14,5.83
DJT,20.67,1.13,5.78
RDFN,9.74,0.53,5.75
BORR,2.32,0.13,5.71
BHR,2.63,0.14,5.62
CIFR,2.43,0.13,5.58
SSP,3.12,0.17,5.57
USAR,6.27,0.33,5.56
ZIM,15.40,0.81,5.55
RIG,3.34,0.17,5.46
SRAD,22.80,1.18,5.46
KNOP,7.36,0.38,5.44
MSTR,303.96,15.69,5.44
BTMD,3.51,0.18,5.41
UPB,6.45,0.33,5.39
MAXN,3.11,0.16,5.37
LZMH,7.28,0.37,5.36
LEVI,16.42,0.83,5.32
XELB,2.97,0.15,5.32
OS,22.46,1.13,5.27
